istihdam_turu,gelir,fatura_odeme_skoru,kira_gecmis_ay,eticaret_aylik_ciro,kooperatif_uye_ay,sosyal_ag_skoru,geleneksel_onay,fairloan_onay
formal,24645.24810304013,77,57,1216.155834423438,110,40,1,1
ev_kadinı,0.0,97,17,746.6159018946063,91,53,0,1
ev_kadinı,0.0,97,22,142.97582947677063,34,96,0,1
formal,16006.94145195756,77,1,875.4428555265519,22,59,0,1
kooperatif,10317.305622961341,86,11,2973.594907198179,45,99,0,1
formal,19367.828213180677,84,21,2135.694250832077,14,95,1,1
serbest,10265.65399954763,67,36,8072.794722180012,1,90,0,1
ev_kadinı,0.0,97,19,1412.9926448417948,60,70,0,1
ev_kadinı,0.0,72,38,3314.426312469956,114,80,0,1
ev_kadinı,0.0,77,23,1881.6489666161676,75,73,0,1
ev_kadinı,0.0,69,47,2012.139755147256,63,42,0,1
formal,17149.38366201949,87,19,872.6661976403738,51,41,0,1
ev_kadinı,0.0,75,0,1699.2616778933357,35,38,0,1
formal,29007.09768745466,93,0,1781.8093911158105,66,77,1,1
ev_kadinı,0.0,77,16,3433.817383768565,68,78,0,1
serbest,12797.57812207524,81,58,7907.577065953578,66,82,0,1
ev_kadinı,0.0,99,0,1118.5021698800952,46,85,0,1
serbest,20368.046984707747,98,52,120.72698484115188,82,69,0,1
ev_kadinı,0.0,72,51,1920.1412968956236,1,53,0,0
serbest,13124.694879316958,78,44,2201.569089676414,43,62,0,1
ev_kadinı,0.0,94,29,516.4669635219173,100,52,0,1
formal,16316.88919083174,96,40,4001.3514557001677,63,83,0,1
formal,18975.640020231032,61,46,11745.972299446426,117,82,1,1
formal,29561.152290031223,74,2,8160.902409642983,80,78,1,1
formal,23298.458199284996,81,45,614.6913558373373,77,78,1,1
ev_kadinı,0.0,60,54,5830.584735546353,27,89,0,1
formal,21532.707165792297,81,10,3413.381740669656,90,94,1,1
kooperatif,9820.036451705575,63,23,1693.5949073313816,53,61,0,1
formal,26258.022312753954,99,21,2178.002178617985,73,50,1,1
formal,29028.294671561074,85,43,5304.482486559954,66,47,1,1
ev_kadinı,0.0,75,44,1831.7208010835955,35,89,0,1
ev_kadinı,0.0,80,25,1307.9906707791374,101,42,0,1
serbest,20069.74730462524,94,12,1903.251130202561,119,53,0,1
ev_kadinı,0.0,99,0,2423.2062847012558,62,59,0,1
ev_kadinı,0.0,67,23,586.8323442872481,24,31,0,1
formal,22381.041093949116,77,9,6472.770767122906,85,54,1,1
kooperatif,6847.904627835924,74,34,3140.0082693715735,47,79,0,1
kooperatif,8673.069677753449,91,23,2808.754044054113,38,43,0,1
ev_kadinı,0.0,82,27,293.44258599742255,46,35,0,1
formal,25171.262279622988,71,35,2594.9851256851625,93,59,1,1
ev_kadinı,0.0,82,15,360.99176243509805,20,59,0,1
formal,19663.08483205225,95,39,229.50771052882322,29,67,1,1
formal,19692.820882972308,56,15,2098.088695507524,91,87,1,1
formal,25547.045466974483,79,58,1443.3411738129178,30,70,1,1
serbest,14829.71676950342,95,16,2488.36151539904,115,86,0,1
ev_kadinı,0.0,60,50,261.67759574375316,25,65,0,1
ev_kadinı,0.0,65,53,1578.7662205666154,106,93,0,1
ev_kadinı,0.0,92,14,537.9175167572315,21,45,0,1
serbest,15114.789483940553,60,15,12181.49695957859,20,43,0,1
formal,20586.77099384969,99,14,2306.074663246288,0,60,1,1
serbest,14193.597500279815,65,56,3256.2565986294294,36,95,0,1
kooperatif,7651.533711463391,68,33,1102.2548747641551,76,97,0,1
formal,28005.89285006154,56,10,278.689277808166,84,94,1,1
ev_kadinı,0.0,94,0,10428.138435741881,45,84,0,1
ev_kadinı,0.0,57,14,944.2584959437638,8,69,0,1
serbest,18623.372671533136,89,25,1543.681053238665,16,54,0,1
ev_kadinı,0.0,87,50,2938.4135337883813,46,54,0,1
serbest,8538.34248216667,78,3,70.02069831835878,84,32,0,1
ev_kadinı,0.0,73,42,4653.8687510904865,94,98,0,1
ev_kadinı,0.0,72,4,2153.5292883514794,102,55,0,1
serbest,11746.711989326564,78,34,912.8867956806173,58,69,0,1
formal,17265.618352094643,99,12,178.04497523478545,53,67,0,1
ev_kadinı,0.0,89,9,496.5299452788896,85,67,0,1
ev_kadinı,0.0,55,10,6311.52884907593,11,97,0,1
formal,21074.892295168956,90,17,3243.6304385588837,63,36,1,1
ev_kadinı,0.0,79,33,805.1429210132156,118,59,0,1
ev_kadinı,0.0,99,38,189.98415955924054,5,48,0,1
ev_kadinı,0.0,97,40,3284.8755314247555,52,64,0,1
formal,23624.529135943376,88,41,2378.838470980197,15,62,1,1
ev_kadinı,0.0,79,49,1451.4826966863427,89,62,0,1
ev_kadinı,0.0,70,22,1265.4487250627362,4,67,0,0
formal,17476.596511356613,88,6,684.2791637497196,72,39,0,1
formal,19851.63084093609,83,58,3100.9588605496747,45,86,1,1
kooperatif,7492.0852558370025,73,38,9881.416037674768,103,57,0,1
formal,24932.702982295246,77,2,541.0698533222073,13,67,1,1
ev_kadinı,0.0,73,11,2545.5027880937523,43,45,0,1
serbest,15242.705179626877,79,6,1545.5130522821646,62,50,0,1
formal,20752.18100998236,70,48,1657.136727872437,105,35,1,1
ev_kadinı,0.0,63,25,821.035949200134,93,70,0,1
serbest,15618.873052487892,55,32,4882.472896783258,51,44,0,1
serbest,13086.61970394457,96,36,1859.4374967218914,115,32,0,1
serbest,14049.207113858814,73,47,2195.0890132425943,25,72,0,1
ev_kadinı,0.0,87,14,1017.7985501929926,52,76,0,1
formal,31530.534406343417,88,1,561.8446966627926,108,43,1,1
serbest,19691.61368126622,70,40,251.51467261807338,28,95,0,1
kooperatif,6900.8375261448045,98,6,3506.104368521975,18,58,0,1
formal,27733.795880456284,94,31,611.6528527231666,46,33,1,1
ev_kadinı,0.0,72,3,3279.9930494228165,7,55,0,1
formal,27651.284495212163,88,19,1385.7581835488265,22,41,1,1
ev_kadinı,0.0,79,49,1504.9125160731755,116,31,0,1
formal,18832.81520061322,99,52,1773.317227401264,105,46,1,1
kooperatif,11137.555287509722,60,35,1283.533355574287,34,64,0,1
serbest,20382.761714443935,75,31,296.938926519249,94,39,0,1
formal,18948.54837190014,60,27,1037.4846020498287,52,72,1,1
formal,19871.237305435814,86,12,3051.590746960823,98,50,1,1
formal,28579.476600795762,95,0,3068.713171075132,95,44,1,1
serbest,15950.233587889768,97,59,944.1222610347763,57,64,0,1
formal,26481.643238577853,93,55,1725.853378665793,4,89,1,1
ev_kadinı,0.0,85,34,601.9606606113629,15,73,0,1
serbest,16192.062257401738,96,47,661.3416144989699,16,34,0,1
formal,25758.13164417665,64,29,65.28711010360715,31,47,1,1
ev_kadinı,0.0,84,53,6357.592171734056,101,50,0,1
ev_kadinı,0.0,72,35,662.5282904502945,95,80,0,1
formal,18030.875422600126,78,56,722.8679494715565,51,70,1,1
formal,28712.929679796518,63,54,918.2618322147102,19,53,1,1
formal,29263.15496592498,85,24,381.6043518058033,111,53,1,1
ev_kadinı,0.0,69,15,2854.896223704848,119,67,0,1
ev_kadinı,0.0,58,57,218.7250726881692,65,73,0,1
serbest,14197.132395761902,94,18,403.4916098861777,83,86,0,1
ev_kadinı,0.0,63,0,2897.8668515745994,110,88,0,1
ev_kadinı,0.0,99,4,1162.003821247601,81,63,0,1
ev_kadinı,0.0,63,50,3446.303887582064,0,52,0,1
ev_kadinı,0.0,80,21,2282.405329265925,57,72,0,1
formal,23804.35372583762,58,23,828.0795683160161,92,69,1,1
formal,17110.01623849925,71,42,2946.1333991966867,92,76,0,1
formal,26314.146402080256,70,44,346.10200063550246,82,70,1,1
formal,26574.258487713647,69,51,2152.515580326845,43,76,1,1
serbest,14782.331440502412,89,36,1609.2684985244234,103,49,0,1
kooperatif,11748.706719741005,59,52,873.0458208160316,5,94,0,0
formal,22496.652460590267,59,35,2593.790327412451,107,97,1,1
formal,26540.7266665212,74,35,5741.490191345493,102,53,1,1
serbest,11431.174814577596,69,3,19086.83494011159,49,65,0,1
kooperatif,9452.895698251525,72,35,2620.4876332973513,117,74,0,1
formal,23215.40583943724,56,51,1452.359066811044,109,31,1,1
serbest,15788.577727143296,83,52,714.4466319912992,71,57,0,1
formal,22337.128820249887,67,17,832.12799282511,87,55,1,1
formal,23408.373319477494,58,49,1828.0609125997719,19,52,1,1
kooperatif,11152.094342883012,96,15,1281.62624716687,117,65,0,1
kooperatif,8626.471525523564,99,40,6863.5100560140245,13,35,0,1
formal,16770.403046675943,64,17,1286.1338175464944,4,64,0,0
kooperatif,12999.16780841084,85,21,1309.0505866201172,40,67,0,1
ev_kadinı,0.0,95,1,1354.5082297150952,39,64,0,1
ev_kadinı,0.0,62,20,5072.697813866512,33,82,0,1
serbest,19835.089275416703,57,35,2945.8156283370336,79,67,0,1
serbest,10477.080567130335,63,43,2666.5952355830955,44,88,0,1
serbest,17413.97731835818,84,38,1138.7050635172475,70,72,0,1
ev_kadinı,0.0,65,46,4769.022242705445,79,33,0,1
formal,21736.613532518957,89,38,109.53357554309775,70,34,1,1
formal,25185.692468989768,91,28,5729.841045446594,26,97,1,1
formal,25324.008580560723,96,53,2013.1376578267068,77,74,1,1
ev_kadinı,0.0,67,25,1422.1580593350939,77,54,0,1
formal,22945.16489857655,90,20,1924.9936446548732,43,40,1,1
ev_kadinı,0.0,67,16,3082.4119413991148,32,58,0,1
kooperatif,7932.468668827207,66,15,35.97329311414275,32,63,0,1
formal,20892.56526457683,91,59,5746.244023240642,43,43,1,1
ev_kadinı,0.0,64,30,1657.3938282124009,19,53,0,1
serbest,11793.328295815652,63,50,1176.0568468188374,116,88,0,1
ev_kadinı,0.0,61,8,416.5977979239262,110,68,0,1
formal,20256.800062962997,56,30,1620.8199336914804,35,55,1,1
ev_kadinı,0.0,77,13,1920.2949787890025,6,72,0,1
ev_kadinı,0.0,93,48,1447.3815806127852,31,65,0,1
kooperatif,9365.64341990129,94,36,3178.7162913893835,111,68,0,1
ev_kadinı,0.0,93,1,1529.567509593559,66,90,0,1
serbest,12494.840038112368,75,51,9113.883774398682,38,45,0,1
ev_kadinı,0.0,77,47,2560.5612358498597,92,88,0,1
ev_kadinı,0.0,83,45,4613.124633131235,23,35,0,1
ev_kadinı,0.0,68,13,324.26904617046887,85,85,0,1
formal,27069.23429570679,80,58,1417.699561182876,69,37,1,1
kooperatif,12474.492310671854,59,32,1150.1016910173419,111,56,0,1
ev_kadinı,0.0,85,34,2359.747727958135,87,56,0,1
ev_kadinı,0.0,79,57,5527.475437721134,103,75,0,1
formal,21389.760413834807,85,38,228.4154691526452,86,70,1,1
ev_kadinı,0.0,74,57,210.96077112503104,53,54,0,1
serbest,15837.91575187382,98,46,5317.872799454339,37,47,0,1
ev_kadinı,0.0,71,50,670.1423703103961,73,41,0,1
formal,26248.582996363202,99,19,3093.6968341555444,79,80,1,1
ev_kadinı,0.0,56,1,2191.854713560396,74,68,0,1
kooperatif,10444.004541838549,79,50,5009.548636678382,31,39,0,1
formal,24341.798705622394,67,40,374.1724252809161,44,83,1,1
kooperatif,10985.364836719446,93,18,389.23537452238577,60,58,0,1
serbest,16687.8713343823,82,58,2278.5715988781176,69,70,0,1
ev_kadinı,0.0,96,36,8192.262489459425,87,38,0,1
ev_kadinı,0.0,60,17,1501.190879755721,96,92,0,1
ev_kadinı,0.0,57,15,1108.5869780355251,52,66,0,1
ev_kadinı,0.0,89,3,2612.8352689603216,50,43,0,1
ev_kadinı,0.0,72,11,7463.929869895382,75,68,0,1
serbest,10668.181521854458,65,28,5077.974812043689,55,69,0,1
formal,27911.20228975173,74,6,15120.118829647126,26,83,1,1
ev_kadinı,0.0,59,13,63.91602399822513,37,32,0,1
ev_kadinı,0.0,73,54,335.30107076596124,61,84,0,1
ev_kadinı,0.0,76,11,2632.6853305521736,17,62,0,1
ev_kadinı,0.0,73,34,4810.416821344219,108,48,0,1
serbest,18105.517930433598,70,4,940.280690119887,102,63,0,1
ev_kadinı,0.0,78,16,765.5181576969649,63,79,0,1
formal,20565.212531196383,95,57,4329.778605034695,118,76,1,1
serbest,15132.782424066607,58,41,162.4943624410283,76,75,0,1
formal,27074.980467649813,69,31,1290.956841823682,116,85,1,1
formal,23058.087811892874,79,9,1973.5342123326836,103,86,1,1
serbest,18755.42316718104,98,42,2300.965262184435,29,80,0,1
serbest,23273.55373116776,89,16,3651.808663537849,116,83,0,1
ev_kadinı,0.0,68,4,1227.1442464617526,48,57,0,1
serbest,12249.048885777562,73,44,2655.842760412318,40,48,0,1
serbest,10166.343888961788,92,41,2465.0690439486725,115,56,0,1
formal,25367.18368022194,90,8,2221.027549422633,12,77,1,1
serbest,17525.468767941504,61,48,2864.3849651688115,33,48,0,1
formal,22961.10131769854,84,32,841.0108175376691,99,80,1,1
formal,30539.672984944656,73,35,247.65275221207088,93,36,1,1
ev_kadinı,0.0,79,35,355.61699154828926,24,58,0,1
ev_kadinı,0.0,70,17,712.1898942775458,65,72,0,1
ev_kadinı,0.0,94,8,1941.9207639528026,99,98,0,1
serbest,10314.87970096863,62,56,5138.986973152237,17,87,0,1
serbest,17425.215180610638,72,28,3383.221140267862,4,37,0,1
ev_kadinı,0.0,82,49,4357.0508828027105,18,71,0,1
serbest,12879.487127343873,70,13,1210.398009932917,41,71,0,1
serbest,21017.82267172554,73,24,1452.1138684996342,17,42,0,1
formal,32966.31908925653,96,14,1400.9813721019075,31,55,1,1
formal,20550.045354974936,71,5,596.501591789529,20,47,1,1
serbest,13076.55002431997,99,55,176.87756588333264,9,71,0,1
serbest,18008.557604429305,67,41,2502.7379775116915,36,80,0,1
ev_kadinı,0.0,61,28,12683.314281094927,48,45,0,1
serbest,13645.0427257367,81,14,511.0482212512142,85,32,0,1
ev_kadinı,0.0,64,28,133.86717643608932,12,74,0,1
ev_kadinı,0.0,88,3,4233.603573246989,54,51,0,1
ev_kadinı,0.0,90,17,815.1809104518846,16,52,0,1
ev_kadinı,0.0,79,49,4955.618559649635,8,88,0,1
kooperatif,9409.177564135523,60,56,3408.1092775060893,87,91,0,1
formal,24114.247892440846,78,48,8155.682706154539,43,97,1,1
formal,15361.470797110547,72,43,1472.285216101462,77,83,0,1
formal,23937.730142575932,77,38,3036.9364342394506,45,86,1,1
ev_kadinı,0.0,60,15,1750.6079673221507,7,52,0,1
ev_kadinı,0.0,83,10,2788.3649199080764,118,89,0,1
formal,20896.225016711218,79,13,1671.9024132543245,36,84,1,1
ev_kadinı,0.0,71,2,585.2948379886404,18,92,0,1
formal,21780.947299201027,78,50,1985.3906244637085,62,85,1,1
kooperatif,12387.264006937628,65,49,2105.6413697427856,91,84,0,1
serbest,10602.225870022603,80,41,4658.960366480126,45,54,0,1
formal,27659.4233403659,88,37,3723.9784778602084,104,55,1,1
serbest,14023.62974383867,82,44,3052.0676043255385,93,78,0,1
formal,22741.079241768744,57,41,336.9710450250787,70,92,1,1
formal,27556.6735322327,65,17,3570.4735912780116,25,74,1,1
formal,25530.230825560007,92,57,1942.5215028396458,103,68,1,1
ev_kadinı,0.0,68,19,6286.715808505566,45,94,0,1
serbest,16997.145490268358,80,57,7067.526538654823,117,98,0,1
formal,28356.830972397875,75,47,158.86099476628937,45,85,1,1
ev_kadinı,0.0,93,24,4811.433253938972,74,38,0,1
ev_kadinı,0.0,84,56,107.59368147021742,13,99,0,1
formal,22509.11227567505,62,37,1281.148018726271,84,57,1,1
serbest,12857.171429222873,74,12,2188.3155785639906,62,74,0,1
formal,19116.822630489907,86,3,448.8037887188695,71,55,1,1
formal,20285.652615094703,76,54,3840.6403233990313,2,57,1,1
ev_kadinı,0.0,61,13,23.491440919565704,27,69,0,1
formal,37270.92491388926,63,32,517.0007013633817,28,44,1,1
serbest,19356.378532578754,99,27,2434.318834168103,86,35,0,1
ev_kadinı,0.0,55,51,3508.7345976911242,17,56,0,1
formal,17920.165352063905,83,36,6956.9469818414655,34,67,0,1
ev_kadinı,0.0,62,7,3422.9017404738106,76,97,0,1
formal,18048.939194653933,58,43,3119.3930330966673,75,93,1,1
kooperatif,10463.732123436983,89,33,1404.0275177622034,46,59,0,1
serbest,16915.426790822883,57,43,3.598703103172881,113,32,0,1
ev_kadinı,0.0,99,4,358.44021842698044,4,91,0,0
ev_kadinı,0.0,94,53,2141.329018323502,102,41,0,1
formal,26469.97725892814,61,4,3148.1235107988573,74,59,1,1
ev_kadinı,0.0,81,30,1512.9444805241055,58,67,0,1
kooperatif,8990.088412892605,55,44,3673.1837661742684,74,89,0,1
ev_kadinı,0.0,81,8,2065.998208120268,58,67,0,1
ev_kadinı,0.0,70,41,215.79974768943296,110,44,0,1
ev_kadinı,0.0,92,31,596.997333092713,105,47,0,1
formal,23435.45582998695,61,32,5131.1970054369085,46,81,1,1
formal,25475.45785871711,98,2,3613.8674505857543,94,58,1,1
ev_kadinı,0.0,77,29,6304.2859705301325,94,89,0,1
serbest,15300.625522026656,95,49,350.17181865140776,12,50,0,1
ev_kadinı,0.0,65,11,12957.489976534496,77,46,0,1
ev_kadinı,0.0,96,28,657.9205370545499,112,47,0,1
serbest,7232.448695383627,87,2,33.17946455367836,108,86,0,1
formal,22965.901662411627,90,25,16691.095952826312,105,66,1,1
ev_kadinı,0.0,91,56,923.9907262301425,88,89,0,1
formal,20168.67104582859,95,29,3087.500930325062,32,67,1,1
ev_kadinı,0.0,71,8,544.3568011875224,96,41,0,1
serbest,15613.239966179792,89,25,2430.525552217654,61,30,0,1
ev_kadinı,0.0,59,1,6562.560469288611,78,87,0,1
formal,37433.66551171534,86,2,1080.6010291935445,15,32,1,1
ev_kadinı,0.0,57,45,3106.411126591754,43,92,0,1
serbest,16286.185829160066,89,3,582.7813960130076,57,50,0,1
ev_kadinı,0.0,68,24,2744.7946354707788,119,52,0,1
formal,22589.116412224208,85,50,1148.4244808511799,101,38,1,1
ev_kadinı,0.0,85,12,664.3082475703302,5,84,0,0
ev_kadinı,0.0,71,38,1051.9208437444793,107,48,0,1
formal,28148.106758897637,78,43,551.7080952547419,88,91,1,1
formal,26172.09549244146,77,34,6501.409947301825,14,68,1,1
formal,25890.425207033284,72,54,1417.2145619795808,3,56,1,0
ev_kadinı,0.0,68,22,787.9411079157237,55,75,0,1
ev_kadinı,0.0,69,8,1665.8497749706041,63,63,0,1
serbest,17123.97707625485,69,1,1082.0635627874672,67,62,0,1
formal,33254.44604173294,60,53,3819.8072842277816,93,79,1,1
serbest,11041.890476359295,81,40,9934.600244436018,33,49,0,1
ev_kadinı,0.0,69,43,1613.6772910835543,90,69,0,1
serbest,16657.712268840092,90,30,5525.860654426569,94,87,0,1
kooperatif,7647.237740036923,62,43,2336.3068286052053,55,60,0,1
formal,26499.80690854012,69,46,478.99016293818624,31,67,1,1
ev_kadinı,0.0,57,1,3284.9427726160598,107,74,0,1
serbest,11784.59720979867,67,31,2017.07448701493,102,70,0,1
serbest,13539.216152382205,95,17,2944.3583437102993,115,38,0,1
ev_kadinı,0.0,88,12,6172.424270049396,8,38,0,1
ev_kadinı,0.0,78,45,1625.6654835126365,62,92,0,1
kooperatif,8909.820171524187,94,4,6480.407399810465,104,51,0,1
formal,28391.17523705119,86,57,3889.1272148070466,71,45,1,1
formal,28133.044997740864,86,41,1877.7159752807313,77,61,1,1
ev_kadinı,0.0,84,43,2588.2603335562962,32,95,0,1
ev_kadinı,0.0,67,9,1102.9309087831284,86,43,0,1
formal,18394.27180599127,55,55,11508.86606136561,20,67,1,1
formal,24247.20349949932,88,42,3081.8700895331826,54,37,1,1
formal,20806.890653628725,69,24,125.54411135709462,75,50,1,1
ev_kadinı,0.0,98,33,1107.2552479872804,56,85,0,1
formal,18336.727901960992,68,36,2733.7645477568094,1,75,1,1
formal,23023.42327309033,83,29,162.3502263294236,12,72,1,1
formal,22611.82745194881,88,6,67.68732088400247,3,75,1,0
serbest,23493.50770220933,72,5,1674.0670060675282,83,77,0,1
formal,25948.319214123134,61,53,1132.6023595614668,49,99,1,1
serbest,10178.338747360169,83,54,1614.9977236810505,114,60,0,1
formal,21458.51698123076,85,2,853.3037526100057,47,62,1,1
ev_kadinı,0.0,79,12,503.9596341823325,77,73,0,1
formal,28596.224829432293,92,2,3271.585598388748,29,37,1,1
serbest,22309.549705044737,68,25,2023.622950857976,28,31,0,1
ev_kadinı,0.0,62,56,625.3417350804343,7,46,0,1
ev_kadinı,0.0,81,23,1078.1648586939702,11,81,0,1
serbest,9449.058407167146,56,52,2508.8487223119555,40,74,0,1
formal,15540.340266874297,71,5,209.91801397191284,101,66,0,1
formal,32419.34328917302,91,42,446.67546069492187,25,71,1,1
ev_kadinı,0.0,68,59,212.9867421362831,49,73,0,1
kooperatif,10279.228354741808,79,57,4684.407510430666,1,67,0,1
ev_kadinı,0.0,84,48,3908.7384831799322,54,35,0,1
ev_kadinı,0.0,83,41,3918.9770935688584,103,97,0,1
ev_kadinı,0.0,74,11,3527.796364719365,55,80,0,1
serbest,11960.975438432717,75,48,3099.045611296351,13,64,0,1
formal,26405.830887550957,76,35,1814.8433992325417,5,87,1,1
ev_kadinı,0.0,89,1,2878.3988453741163,105,86,0,1
kooperatif,4228.504521966244,91,10,109.52685950817651,103,35,0,1
formal,24015.189779687225,70,38,2720.046601717713,94,42,1,1
ev_kadinı,0.0,97,33,4212.676083913657,80,88,0,1
formal,25475.195277793882,71,25,1942.819643228368,88,59,1,1
serbest,18234.945488382404,70,17,1238.7457797729473,60,31,0,1
formal,19437.46821468358,56,20,909.8220852474582,95,87,1,1
serbest,15299.905064911756,58,35,2882.502474688955,11,65,0,1
ev_kadinı,0.0,75,39,3304.7285026176387,112,74,0,1
formal,19835.589182731856,93,51,5733.536878441587,12,38,1,1
ev_kadinı,0.0,88,45,1173.3629619521505,18,94,0,1
ev_kadinı,0.0,84,43,4112.32217722265,43,79,0,1
ev_kadinı,0.0,60,21,2307.386838477624,111,61,0,1
formal,25149.226900534428,71,52,6003.717451839636,88,72,1,1
serbest,11866.287871729415,93,58,2101.059231495838,94,83,0,1
formal,22163.54622377901,79,29,2041.3217126681118,58,76,1,1
kooperatif,7508.369210419542,59,49,2414.884447226796,36,43,0,1
ev_kadinı,0.0,59,42,3873.966669344871,24,77,0,1
serbest,17278.9768463828,74,59,9362.087363546023,15,84,0,1
ev_kadinı,0.0,70,29,213.94692410582815,37,58,0,1
serbest,18004.57890829833,95,7,153.76260640683003,42,76,0,1
ev_kadinı,0.0,91,33,7765.504446741534,112,92,0,1
formal,22944.207435191638,94,56,2113.322379639677,86,48,1,1
ev_kadinı,0.0,63,46,2671.928185367429,13,38,0,1
formal,24172.070977320127,59,8,1844.07477791649,5,66,1,0
ev_kadinı,0.0,96,50,275.34627894635594,88,81,0,1
ev_kadinı,0.0,56,19,4091.929053377104,22,86,0,1
ev_kadinı,0.0,63,39,3850.711507846224,59,57,0,1
formal,17481.33863414905,97,24,1045.89888266202,106,65,0,1
formal,22651.455083969457,90,18,1023.758712670894,11,93,1,1
formal,23774.07922331215,76,4,5093.704819202229,12,47,1,1
serbest,24172.77581860491,76,10,210.3040697312437,99,64,0,1
formal,18996.148384016262,76,14,5962.644173107667,102,97,1,1
kooperatif,12428.354477504876,88,7,830.4912224313742,97,68,0,1
ev_kadinı,0.0,83,18,2516.93293443054,5,37,0,1
formal,28485.864480596138,92,22,7696.587490651428,62,44,1,1
serbest,15982.227415715477,87,26,3174.035887058451,37,36,0,1
serbest,21155.171694682966,72,39,1498.4738353156222,49,46,0,1
ev_kadinı,0.0,61,31,3275.1083604024343,51,93,0,1
serbest,16302.36915412402,55,25,1180.3776552937375,39,41,0,1
ev_kadinı,0.0,87,26,909.1699205408878,7,85,0,1
serbest,16362.057184837751,55,18,15984.57927782126,60,75,0,1
kooperatif,9393.75869396491,78,49,3890.488817919211,7,76,0,1
ev_kadinı,0.0,58,41,2897.5772121388836,103,45,0,1
formal,29506.059970883824,58,28,1229.0715424355888,96,98,1,1
kooperatif,11692.938467621767,72,38,141.1489703937501,33,31,0,1
formal,21184.452206267044,81,59,88.33822035567393,107,83,1,1
ev_kadinı,0.0,97,40,2261.9598733688786,78,56,0,1
serbest,10382.634818904313,86,32,4019.7418747352244,99,60,0,1
ev_kadinı,0.0,87,18,2158.3731296060823,59,70,0,1
ev_kadinı,0.0,82,36,5145.000674075489,56,65,0,1
ev_kadinı,0.0,96,18,95.19431563173825,98,76,0,1
ev_kadinı,0.0,95,32,1279.3011534924585,45,72,0,1
formal,23086.58713171954,90,46,757.6506217053382,21,94,1,1
formal,20399.826460210592,60,15,1660.0948353667231,86,79,1,1
serbest,14777.663988846258,70,22,210.36182884260504,39,30,0,1
formal,29568.471606078627,88,6,8629.543323742877,44,86,1,1
ev_kadinı,0.0,77,25,707.4023156301902,54,45,0,1
formal,21942.142552109446,96,31,7154.00027213126,50,57,1,1
kooperatif,9414.35323737685,78,11,1553.8313250140507,85,51,0,1
ev_kadinı,0.0,67,7,11858.76266000811,4,70,0,1
ev_kadinı,0.0,72,4,2261.188272420384,94,48,0,1
formal,24261.10230663778,67,41,7479.442446005948,12,79,1,1
ev_kadinı,0.0,91,27,15.017368112047723,27,88,0,1
ev_kadinı,0.0,97,52,3861.9679961625247,83,98,0,1
serbest,17969.508087718496,93,4,6533.986574651776,96,63,0,1
ev_kadinı,0.0,96,48,421.39445709997415,79,68,0,1
ev_kadinı,0.0,71,25,282.9824054381693,61,36,0,1
formal,13888.997997069277,69,4,1547.3982228287887,92,81,0,1
serbest,12876.548968321462,72,21,7597.092368649064,86,89,0,1
serbest,15739.492922978154,77,14,2188.845313577001,23,81,0,1
formal,29400.355303920875,84,12,2098.9511088602767,97,53,1,1
serbest,13278.341433728281,88,27,425.9729255125629,6,55,0,1
formal,15555.512822811566,58,32,2.2115041794734993,37,39,0,1
formal,26788.701506847614,57,42,4652.112635767717,36,46,1,1
formal,21140.869250284668,61,22,256.6169472322377,67,31,1,1
kooperatif,7120.666681819277,72,32,2813.192755574306,97,56,0,1
serbest,12814.791136003716,96,42,6889.685243206914,41,77,0,1
kooperatif,9130.9492846883,61,17,655.24857662314,85,38,0,1
serbest,12883.393674116256,94,49,3064.4306434525715,4,52,0,1
formal,14074.95274305419,60,52,229.51045038421725,63,56,0,1
serbest,18139.731689104963,76,29,2592.0242184719814,49,72,0,1
serbest,19462.06264447553,55,25,501.3259880484256,105,36,0,1
formal,26931.848961027776,58,15,3728.5647956653333,86,92,1,1
ev_kadinı,0.0,97,12,1003.6193589671556,117,73,0,1
formal,18880.414483088323,83,38,1742.959638754195,14,68,1,1
ev_kadinı,0.0,75,32,2561.6306782216693,94,69,0,1
ev_kadinı,0.0,80,25,526.0219609272414,72,36,0,1
formal,23093.288097236167,68,47,3789.500049059876,106,99,1,1
formal,23970.654081467437,63,0,1009.2711740864817,52,54,1,1
ev_kadinı,0.0,66,48,3040.2684659060874,24,88,0,1
serbest,17095.780363466685,96,37,482.472160749418,88,42,0,1
formal,27007.532199231362,60,1,3262.361970387661,112,91,1,1
kooperatif,8031.652402443008,74,48,384.10836285894146,84,37,0,1
formal,24368.980003861023,78,5,1551.215187125119,8,74,1,1
ev_kadinı,0.0,81,45,795.0985250340943,118,47,0,1
kooperatif,10414.560809230483,92,49,3863.4858816180245,111,89,0,1
formal,30551.20044966045,62,37,850.8048838455836,37,89,1,1
formal,27170.279429211252,55,41,5977.0978711847665,21,31,1,1
formal,27550.755093189837,78,23,6227.090034906674,106,95,1,1
formal,24377.219825682125,61,17,612.3741680965863,86,43,1,1
formal,30347.066153415766,73,26,2664.2528722359057,48,77,1,1
ev_kadinı,0.0,76,40,257.0560536538657,67,85,0,1
formal,25843.93258181774,89,7,1391.0941445966055,92,41,1,1
serbest,11986.192314392503,84,27,3498.305162066375,14,84,0,1
kooperatif,12306.739940250382,83,9,3015.9213440300464,64,57,0,1
ev_kadinı,0.0,76,16,2744.087798200321,53,33,0,1
